(1, 1, null, null, ../../assets/recipe-icons/maple-lumber.png, Maple Lumber, 1, Maple Log, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(943, 68, null, null, ../../assets/recipe-icons/ornate-partition.png, Ornate Partition, 1, Partition Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(944, 70, null, null, ../../assets/recipe-icons/teahouse-bench.png, Teahouse Bench, 1, Teahouse Bench Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 1),
(945, 70, null, null, ../../assets/recipe-icons/canvas-repair-materials.png, Canvas Repair Materials, 1, Zelkova Lumber, 2, Kudzu Cloth, 1, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(946, 73, null, null, ../../assets/recipe-icons/upholstery-repair-materials.png, Upholstery Repair Materials, 1, Miracle Apple Lumber, 1, Iridescent Silk, 1, Green Glider Leather, 1, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(947, 75, null, null, ../../assets/recipe-icons/amaro-barding-repair-materials.png, Amaro Barding Repair Materials, 1, Atrociraptor Skin, 1, Pixie Cotton, 1, White Ash Lumber, 1, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(948, 75, null, null, ../../assets/recipe-icons/workshop-sign.png, Workshop Sign, 1, Workshop Sign Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(949, 78, null, null, ../../assets/recipe-icons/lute-repair-materials.png, Lute Repair Materials, 1, Lignum Vitae Lumber, 1, Dwarven Cotton, 1, Sea Swallow Leather, 1, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(950, 80, null, null, ../../assets/recipe-icons/lute-modification-component.png, Lute Modification Component, 1, Lute Modification Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Ice Crystal, 2),
(951, 20, null, null, ../../assets/recipe-icons/skybuilders'-plywood.png, Skybuilders' Plywood, 1, Skybuilders' Yew Log, 6, Yew Log, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(952, 40, null, null, ../../assets/recipe-icons/skybuilders'-wain.png, Skybuilders' Wain, 1, Skybuilders' Ash Log, 4, Skybuilders' Rock Salt, 4, Mythril Ingot, 1, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(953, 60, null, null, ../../assets/recipe-icons/skybuilders'-barrel.png, Skybuilders' Barrel, 1, Skybuilders' Camphorwood Log, 6, Skybuilders' Straw, 6, Titanium Nugget, 1, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(954, 70, null, null, ../../assets/recipe-icons/skybuilders'-pedestal.png, Skybuilders' Pedestal, 1, Skybuilders' Urunday Log, 6, Skybuilders' Molybdenum Ore, 6, Skybuilders' Horsetail, 6, Oroshigane Ingot, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(955, 80, null, null, ../../assets/recipe-icons/skybuilders'-bed.png, Skybuilders' Bed, 1, Skybuilders' White Ash Log, 8, Skybuilders' Wheat, 8, Skybuilders' Cotton Boll, 8, Pixie Cotton, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(956, 20, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-plywood.png, Grade 2 Skybuilders' Plywood, 1, Approved Grade 2 Skybuilders' Switch, 5, Yew Log, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(957, 40, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-crate.png, Grade 2 Skybuilders' Crate, 1, Approved Grade 2 Skybuilders' Maple Log, 5, Approved Grade 2 Skybuilders' Rock Salt, 5, Mythril Ingot, 1, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(958, 60, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-grindstone.png, Grade 2 Skybuilders' Grindstone, 1, Approved Grade 2 Skybuilders' Teak Log, 5, Approved Grade 2 Skybuilders' Mythril Sand, 5, Approved Grade 2 Skybuilders' Mica, 5, Titanium Nugget, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(959, 70, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-stepladder.png, Grade 2 Skybuilders' Stepladder, 1, Approved Grade 2 Skybuilders' Oak Log, 5, Approved Grade 2 Skybuilders' Barbgrass, 5, Approved Grade 2 Skybuilders' Alumen, 5, Oroshigane Ingot, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(960, 80, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-bed.png, Grade 2 Skybuilders' Bed, 1, Approved Grade 2 Skybuilders' Walnut Log, 10, Approved Grade 2 Skybuilders' Wheat, 10, Approved Grade 2 Skybuilders' Cotton Boll, 10, Pixie Cotton, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(961, 80, null, null, ../../assets/recipe-icons/grade-2-artisanal-skybuilders'-wardrobe.png, Grade 2 Artisanal Skybuilders' Wardrobe, 1, Approved Grade 2 Skybuilders' Umbral Galewood Log, 5, Approved Grade 2 Artisanal Skybuilders' Log, 10, Approved Grade 2 Artisanal Skybuilders' Wheat, 10, Approved Grade 2 Artisanal Skybuilders' Hardened Sap, 10, null, null, null, null, Wind Cluster, 4, Ice Cluster, 2),
(962, 20, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-plywood.png, Grade 3 Skybuilders' Plywood, 1, Approved Grade 3 Skybuilders' Switch, 5, Yew Log, 1, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(963, 40, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-crate.png, Grade 3 Skybuilders' Crate, 1, Approved Grade 3 Skybuilders' Ebony Log, 5, Approved Grade 3 Skybuilders' Rock Salt, 5, Mythril Ingot, 1, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(964, 60, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-grinding-wheel.png, Grade 3 Skybuilders' Grinding Wheel, 1, Approved Grade 3 Skybuilders' Lauan Log, 5, Approved Grade 3 Skybuilders' Alumen, 5, Approved Grade 3 Skybuilders' Siltstone, 5, Titanium Nugget, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(965, 70, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-stepladder.png, Grade 3 Skybuilders' Stepladder, 1, Approved Grade 3 Skybuilders' Lauan Log, 10, Approved Grade 3 Skybuilders' Vine, 10, Approved Grade 3 Skybuilders' Alumen, 10, Oroshigane Ingot, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(966, 80, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-bed.png, Grade 3 Skybuilders' Bed, 1, Approved Grade 3 Skybuilders' Cedar Log, 10, Approved Grade 3 Skybuilders' Wheat, 10, Approved Grade 3 Skybuilders' Gossamer Cotton Boll, 10, Ovim Wool, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(967, 80, null, null, ../../assets/recipe-icons/grade-3-artisanal-skybuilders'-goldsmithing-bench.png, Grade 3 Artisanal Skybuilders' Goldsmithing Bench, 1, Approved Grade 3 Skybuilders' Umbral Magma Shard, 5, Approved Grade 3 Artisanal Skybuilders' Log, 10, Approved Grade 3 Artisanal Skybuilders' Rice, 10, Approved Grade 3 Artisanal Skybuilders' Amber, 10, null, null, null, null, Wind Cluster, 4, Ice Cluster, 2),
(968, 20, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-plywood.png, Grade 4 Skybuilders' Plywood, 1, Approved Grade 4 Skybuilders' Switch, 5, Yew Log, 1, null, null, null, null, null, null, null, null, Wind Shard, 2, Ice Shard, 2),
(969, 40, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-crate.png, Grade 4 Skybuilders' Crate, 1, Approved Grade 4 Skybuilders' Mahogany Log, 5, Approved Grade 4 Skybuilders' Rock Salt, 5, Mythril Ingot, 1, null, null, null, null, null, null, Wind Shard, 4, Ice Shard, 2),
(970, 60, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-spinning-wheel.png, Grade 4 Skybuilders' Spinning Wheel, 1, Approved Grade 4 Skybuilders' Spruce Log, 5, Approved Grade 4 Skybuilders' Alumen, 5, Approved Grade 4 Skybuilders' Ragstone, 5, Titanium Nugget, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(971, 70, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-stepladder.png, Grade 4 Skybuilders' Stepladder, 1, Approved Grade 4 Skybuilders' Spruce Log, 10, Approved Grade 4 Skybuilders' Vine, 10, Approved Grade 4 Skybuilders' Alumen, 10, Oroshigane Ingot, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(972, 80, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-bed.png, Grade 4 Skybuilders' Bed, 1, Approved Grade 4 Skybuilders' White Cedar Log, 10, Approved Grade 4 Skybuilders' Wheat, 10, Approved Grade 4 Skybuilders' Gossamer Cotton Boll, 10, Dwarven Cotton, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 2),
(973, 80, null, null, ../../assets/recipe-icons/grade-4-artisanal-skybuilders'-icebox.png, Grade 4 Artisanal Skybuilders' Icebox, 1, Approved Grade 4 Skybuilders' Umbral Galewood Branch, 5, Approved Grade 4 Artisanal Skybuilders' Ice Stalagmite, 10, Approved Grade 4 Artisanal Skybuilders' Log, 10, Approved Grade 4 Artisanal Skybuilders' Barbgrass, 10, null, null, null, null, Wind Cluster, 4, Ice Cluster, 2),
(974, 80, null, null, ../../assets/recipe-icons/oddly-specific-petrified-orb.png, Oddly Specific Petrified Orb, 1, Oddly Specific Petrified Log, 1, White Ash Log, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Ice Crystal, 7),
(975, 80, null, null, ../../assets/recipe-icons/oddly-specific-shaft.png, Oddly Specific Shaft, 1, Oddly Specific Petrified Log, 1, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Ice Crystal, 7),
(976, 80, null, null, ../../assets/recipe-icons/oddly-specific-cedar-lumber.png, Oddly Specific Cedar Lumber, 1, Oddly Specific Cedar Log, 1, Lignum Vitae Log, 2, null, null, null, null, null, null, null, null, Wind Crystal, 7, Ice Crystal, 7),
(977, 80, null, null, ../../assets/recipe-icons/oddly-specific-cedar-plank.png, Oddly Specific Cedar Plank, 1, Oddly Specific Cedar Log, 1, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Ice Crystal, 7),
(978, 80, null, null, ../../assets/recipe-icons/oddly-delicate-pine-lumber.png, Oddly Delicate Pine Lumber, 1, Oddly Delicate Pine Log, 1, Approved Grade 4 Artisanal Skybuilders' Log, 5, Approved Grade 4 Artisanal Skybuilders' Barbgrass, 5, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 3),
(979, 30, null, null, ../../assets/recipe-icons/snow-white-dye.png, Snow White Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(980, 30, null, null, ../../assets/recipe-icons/soot-black-dye.png, Soot Black Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(981, 30, null, null, ../../assets/recipe-icons/dalamud-red-dye.png, Dalamud Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(982, 30, null, null, ../../assets/recipe-icons/wine-red-dye.png, Wine Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(983, 30, null, null, ../../assets/recipe-icons/pumpkin-orange-dye.png, Pumpkin Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(984, 30, null, null, ../../assets/recipe-icons/loam-brown-dye.png, Loam Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(985, 30, null, null, ../../assets/recipe-icons/sunset-orange-dye.png, Sunset Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(986, 30, null, null, ../../assets/recipe-icons/kobold-brown-dye.png, Kobold Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(987, 30, null, null, ../../assets/recipe-icons/honey-yellow-dye.png, Honey Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(988, 30, null, null, ../../assets/recipe-icons/millioncorn-yellow-dye.png, Millioncorn Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(989, 30, null, null, ../../assets/recipe-icons/hunter-green-dye.png, Hunter Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(990, 30, null, null, ../../assets/recipe-icons/morbol-green-dye.png, Morbol Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(991, 30, null, null, ../../assets/recipe-icons/ochu-green-dye.png, Ochu Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(992, 30, null, null, ../../assets/recipe-icons/deepwood-green-dye.png, Deepwood Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(993, 30, null, null, ../../assets/recipe-icons/celeste-green-dye.png, Celeste Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(994, 30, null, null, ../../assets/recipe-icons/royal-blue-dye.png, Royal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(995, 30, null, null, ../../assets/recipe-icons/abyssal-blue-dye.png, Abyssal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(996, 30, null, null, ../../assets/recipe-icons/othard-blue-dye.png, Othard Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(997, 30, null, null, ../../assets/recipe-icons/storm-blue-dye.png, Storm Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(998, 30, null, null, ../../assets/recipe-icons/woad-blue-dye.png, Woad Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(999, 30, null, null, ../../assets/recipe-icons/void-blue-dye.png, Void Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
(1000, 30, null, null, ../../assets/recipe-icons/lotus-pink-dye.png, Lotus Pink Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 1, Ice Crystal, 1),
