(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(1438, 70, null, null, ../../assets/recipe-icons/steel-plate-component.png, Steel Plate Component, 1, Steel Plate Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1439, 70, null, null, ../../assets/recipe-icons/cask-component.png, Cask Component, 1, Cask Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1440, 70, null, null, ../../assets/recipe-icons/engine-component.png, Engine Component, 1, Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1441, 70, null, null, ../../assets/recipe-icons/filtration-supplies.png, Filtration Supplies, 1, Filtration Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1442, 70, null, null, ../../assets/recipe-icons/cooling-device-component.png, Cooling Device Component, 1, Cooling Device Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1443, 70, null, null, ../../assets/recipe-icons/tavern-materials.png, Tavern Materials, 1, Tavern Supplies, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1444, 70, null, null, ../../assets/recipe-icons/heat-resistant-component.png, Heat-resistant Component, 1, Heat-resistant Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1445, 70, null, null, ../../assets/recipe-icons/bespoke-barter-item.png, Bespoke Barter Item, 1, Bespoke Barter Item Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1446, 70, null, null, ../../assets/recipe-icons/test-fire-target-dummy.png, Test-fire Target Dummy, 1, Test-fire Target Dummy Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1447, 70, null, null, ../../assets/recipe-icons/experimental-plating-component.png, Experimental Plating Component, 1, Experimental Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1448, 70, null, null, ../../assets/recipe-icons/unfailing-eye-opener.png, Unfailing Eye Opener, 1, Unfailing Eye Opener Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1449, 70, null, null, ../../assets/recipe-icons/eye-catching-custom-option.png, Eye-catching Custom Option, 1, Eye-catching Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1450, 70, null, null, ../../assets/recipe-icons/automaton-repair-component.png, Automaton Repair Component, 1, Automaton Repair Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1451, 70, null, null, ../../assets/recipe-icons/low-profile-custom-option.png, Low-profile Custom Option, 1, Low-profile Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(1452, 63, null, null, ../../assets/recipe-icons/sample-silver-ring.png, Sample Silver Ring, 1, Ring Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1453, 65, null, null, ../../assets/recipe-icons/precision-spectacles.png, Precision Spectacles, 1, Eyewear Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1454, 68, null, null, ../../assets/recipe-icons/sample-chronometer.png, Sample Chronometer, 1, Chronometer Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1455, 70, null, null, ../../assets/recipe-icons/tribute-orchestrion.png, Tribute Orchestrion, 1, Orchestrion Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 1),
(1456, 70, null, null, ../../assets/recipe-icons/metal-gauntlets.png, Metal Gauntlets, 1, Molybdenum Ingot, 2, Gazelle Leather, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1457, 73, null, null, ../../assets/recipe-icons/metal-worm-jar.png, Metal Worm Jar, 1, Deepgold Ingot, 2, Stonegold Ingot, 2, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1458, 75, null, null, ../../assets/recipe-icons/metal-trident.png, Metal Trident, 1, Bluespirit Tile, 2, White Ash Lumber, 2, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1459, 75, null, null, ../../assets/recipe-icons/intricate-censer.png, Intricate Censer, 1, Intricate Censer Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1460, 78, null, null, ../../assets/recipe-icons/nullifying-neckpiece.png, Nullifying Neckpiece, 1, Dwarven Mythril Nugget, 2, Petalite, 1, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1461, 80, null, null, ../../assets/recipe-icons/enchanting-ring.png, Enchanting Ring, 1, Enchanting Ring Materials, 1, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 2, Fire Crystal, 2),
(1462, 20, null, null, ../../assets/recipe-icons/skybuilders'-ingot.png, Skybuilders' Ingot, 1, Skybuilders' Fine Sand, 6, Mudstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1463, 40, null, null, ../../assets/recipe-icons/skybuilders'-rings.png, Skybuilders' Rings, 1, Skybuilders' Electrum Ore, 4, Skybuilders' Iron Sand, 4, Electrum Ore, 2, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1464, 60, null, null, ../../assets/recipe-icons/skybuilders'-candelabra.png, Skybuilders' Candelabra, 1, Skybuilders' Hardsilver Ore, 6, Skybuilders' Mythrite Sand, 6, Tallow Candle, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1465, 70, null, null, ../../assets/recipe-icons/skybuilders'-stone.png, Skybuilders' Stone, 1, Skybuilders' Molybdenum Ore, 6, Skybuilders' Durium Sand, 6, Skybuilders' Horsetail, 6, Slate Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1466, 80, null, null, ../../assets/recipe-icons/skybuilders'-brazier.png, Skybuilders' Brazier, 1, Skybuilders' Truegold Ore, 8, Skybuilders' Truegold Sand, 8, Skybuilders' Resin, 8, Manasilver Nugget, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1467, 20, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-ingot.png, Grade 2 Skybuilders' Ingot, 1, Approved Grade 2 Skybuilders' Copper Sand, 5, Iron Ore, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1468, 40, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-rings.png, Grade 2 Skybuilders' Rings, 1, Approved Grade 2 Skybuilders' Zinc Ore, 5, Approved Grade 2 Skybuilders' Iron Sand, 5, Electrum Ore, 2, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1469, 60, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-embroidery-frame.png, Grade 2 Skybuilders' Embroidery Frame, 1, Approved Grade 2 Skybuilders' Cobalt Ore, 5, Approved Grade 2 Skybuilders' Mythril Sand, 5, Approved Grade 2 Skybuilders' Pigment, 5, Dark Chestnut Lumber, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1470, 70, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-stone.png, Grade 2 Skybuilders' Stone, 1, Approved Grade 2 Skybuilders' Rock, 5, Approved Grade 2 Skybuilders' Barbgrass, 5, Approved Grade 2 Skybuilders' Silex, 5, Slate Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1471, 80, null, null, ../../assets/recipe-icons/grade-2-skybuilders'-brazier.png, Grade 2 Skybuilders' Brazier, 1, Approved Grade 2 Skybuilders' Basalt, 10, Approved Grade 2 Skybuilders' Lutinite, 10, Approved Grade 2 Skybuilders' Resin, 10, Manasilver Nugget, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1472, 80, null, null, ../../assets/recipe-icons/grade-2-artisanal-skybuilders'-bathtub.png, Grade 2 Artisanal Skybuilders' Bathtub, 1, Approved Grade 2 Skybuilders' Umbral Flarestone, 5, Approved Grade 2 Artisanal Skybuilders' Aurum Regis Sand, 10, Approved Grade 2 Artisanal Skybuilders' Jade, 10, Approved Grade 2 Artisanal Skybuilders' Spring Water, 10, null, null, null, null, Wind Cluster, 4, Fire Cluster, 2),
(1473, 20, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-ingot.png, Grade 3 Skybuilders' Ingot, 1, Approved Grade 3 Skybuilders' Bomb Ash, 5, Iron Ore, 1, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1474, 40, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-rings.png, Grade 3 Skybuilders' Rings, 1, Approved Grade 3 Skybuilders' Titanium Ore, 5, Approved Grade 3 Skybuilders' Hardsilver Sand, 5, Electrum Ore, 2, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1475, 60, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-embroidery-frame.png, Grade 3 Skybuilders' Embroidery Frame, 1, Approved Grade 3 Skybuilders' Vine, 5, Approved Grade 3 Skybuilders' Diadem Iron Ore, 5, Approved Grade 3 Skybuilders' Diadem Iron Sand, 5, Cloud Mica Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1476, 70, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-stone.png, Grade 3 Skybuilders' Stone, 1, Approved Grade 3 Skybuilders' Siltstone, 10, Approved Grade 3 Skybuilders' Diadem Iron Sand, 10, Approved Grade 3 Skybuilders' Alumen, 10, Slate Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1477, 80, null, null, ../../assets/recipe-icons/grade-3-skybuilders'-brazier.png, Grade 3 Skybuilders' Brazier, 1, Approved Grade 3 Skybuilders' Hard Mudstone, 10, Approved Grade 3 Skybuilders' Fossil Dust, 10, Approved Grade 3 Skybuilders' Resin, 10, Titanbronze Ingot, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1478, 80, null, null, ../../assets/recipe-icons/grade-3-artisanal-skybuilders'-chronometer.png, Grade 3 Artisanal Skybuilders' Chronometer, 1, Approved Grade 3 Skybuilders' Umbral Levinite, 5, Approved Grade 3 Artisanal Skybuilders' Cloudstone, 10, Approved Grade 3 Artisanal Skybuilders' Clay, 10, Approved Grade 3 Artisanal Skybuilders' Amber, 10, null, null, null, null, Wind Cluster, 4, Fire Cluster, 2),
(1479, 20, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-ingot.png, Grade 4 Skybuilders' Ingot, 1, Approved Grade 4 Skybuilders' Iron Sand, 5, Iron Ore, 1, null, null, null, null, null, null, null, null, Wind Shard, 2, Fire Shard, 2),
(1480, 40, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-rings.png, Grade 4 Skybuilders' Rings, 1, Approved Grade 4 Skybuilders' Ore, 5, Approved Grade 4 Skybuilders' Mythrite Sand, 5, Electrum Ore, 2, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 2),
(1481, 60, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-embroidery-frame.png, Grade 4 Skybuilders' Embroidery Frame, 1, Approved Grade 4 Skybuilders' Vine, 5, Approved Grade 4 Skybuilders' Electrum Ore, 5, Approved Grade 4 Skybuilders' Gold Sand, 5, Cloud Mica Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1482, 70, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-stone.png, Grade 4 Skybuilders' Stone, 1, Approved Grade 4 Skybuilders' Ragstone, 10, Approved Grade 4 Skybuilders' Gold Sand, 10, Approved Grade 4 Skybuilders' Alumen, 10, Slate Whetstone, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1483, 80, null, null, ../../assets/recipe-icons/grade-4-skybuilders'-brazier.png, Grade 4 Skybuilders' Brazier, 1, Approved Grade 4 Skybuilders' Bluespirit Ore, 10, Approved Grade 4 Skybuilders' Mineral Sand, 10, Approved Grade 4 Skybuilders' Primordial Resin, 10, Dwarven Mythril Ingot, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 2),
(1484, 80, null, null, ../../assets/recipe-icons/grade-4-artisanal-skybuilders'-astroscope.png, Grade 4 Artisanal Skybuilders' Astroscope, 1, Approved Grade 4 Skybuilders' Umbral Flarerock, 5, Approved Grade 4 Artisanal Skybuilders' Cloudstone, 10, Approved Grade 4 Artisanal Skybuilders' Silex, 10, Approved Grade 4 Artisanal Skybuilders' Barbgrass, 10, null, null, null, null, Wind Cluster, 4, Fire Cluster, 2),
(1485, 80, null, null, ../../assets/recipe-icons/oddly-specific-whetstone.png, Oddly Specific Whetstone, 1, Oddly Specific Uncut Gemstone, 1, Manasilver Sand, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(1486, 80, null, null, ../../assets/recipe-icons/oddly-specific-gemstone.png, Oddly Specific Gemstone, 1, Oddly Specific Uncut Gemstone, 1, Tuff Whetstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(1487, 80, null, null, ../../assets/recipe-icons/oddly-specific-silver-nugget.png, Oddly Specific Silver Nugget, 1, Oddly Specific Silver Ore, 1, Dimythrite Sand, 2, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(1488, 80, null, null, ../../assets/recipe-icons/oddly-specific-silver-ingot.png, Oddly Specific Silver Ingot, 1, Oddly Specific Silver Ore, 1, Dwarven Mythril Nugget, 1, null, null, null, null, null, null, null, null, Wind Crystal, 7, Fire Crystal, 7),
(1489, 80, null, null, ../../assets/recipe-icons/oddly-delicate-celestine.png, Oddly Delicate Celestine, 1, Oddly Delicate Raw Celestine, 1, Approved Grade 4 Artisanal Skybuilders' Silex, 5, Approved Grade 4 Artisanal Skybuilders' Barbgrass, 5, null, null, null, null, null, null, Wind Cluster, 3, Fire Cluster, 3),
(1490, 61, 1, null, ../../assets/recipe-icons/replica-sky-pirate's-mask-of-striking.png, Replica Sky Pirate's Mask of Striking, 1, Skysteel Ingot, 1, Skysteel Leather, 1, Clear Glass Lens, 2, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(1491, 61, 1, null, ../../assets/recipe-icons/replica-sky-pirate's-mask-of-scouting.png, Replica Sky Pirate's Mask of Scouting, 1, Skysteel Ingot, 1, Skysteel Leather, 1, Clear Glass Lens, 2, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(1492, 61, 1, null, ../../assets/recipe-icons/replica-sky-pirate's-cap-of-healing.png, Replica Sky Pirate's Cap of Healing, 1, Skysteel Ingot, 1, Skysteel Leather, 1, Clear Glass Lens, 2, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(1493, 61, 1, null, ../../assets/recipe-icons/replica-sky-pirate's-cap-of-casting.png, Replica Sky Pirate's Cap of Casting, 1, Skysteel Ingot, 1, Skysteel Leather, 1, Clear Glass Lens, 2, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
