(1, 1, null, null, ../../assets/recipe-icons/blacksmith/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(1091, 50, null, null, ../../assets/recipe-icons/blacksmith/stonemasonry-supplies.png, Stonemasonry Supplies, 1, Stonemasonry Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1092, 50, null, null, ../../assets/recipe-icons/blacksmith/exploding-kupo-nut.png, Exploding Kupo Nut, 1, Exploding Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1093, 50, null, null, ../../assets/recipe-icons/blacksmith/austere-offering.png, Austere Offering, 1, Austere Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1094, 50, null, null, ../../assets/recipe-icons/blacksmith/shearing-machine-component.png, Shearing Machine Component, 1, Shearing Machine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1095, 50, null, null, ../../assets/recipe-icons/blacksmith/water-filter-component.png, Water Filter Component, 1, Water Filter Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1096, 50, null, null, ../../assets/recipe-icons/blacksmith/mogstew-miscellany.png, Mogstew Miscellany, 1, Mogstew Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1097, 50, null, null, ../../assets/recipe-icons/blacksmith/moogle-statuette.png, Moogle Statuette, 1, Moogle Statuette Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1098, 50, null, null, ../../assets/recipe-icons/blacksmith/makeshift-toy-airship.png, Makeshift Toy Airship, 1, Makeshift Toy Airship Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1099, 50, null, null, ../../assets/recipe-icons/blacksmith/dragonscale-rasp.png, Dragonscale Rasp, 1, Dragonscale Rasp Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1100, 50, null, null, ../../assets/recipe-icons/blacksmith/cloudfish-lure.png, Cloudfish Lure, 1, Cloudfish Tackle Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1101, 50, null, null, ../../assets/recipe-icons/blacksmith/ishgardian-cuisine-miscellany.png, Ishgardian Cuisine Miscellany, 1, Ishgardian Cuisine Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1102, 50, null, null, ../../assets/recipe-icons/blacksmith/treadwheel-crane-components.png, Treadwheel Crane Components, 1, Treadwheel Crane Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1103, 50, null, null, ../../assets/recipe-icons/blacksmith/moogle-mollifier.png, Moogle Mollifier, 1, Moogle Mollifier Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1104, 58, null, null, ../../assets/recipe-icons/blacksmith/happi-components.png, Happi Components, 1, Happi Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1105, 58, null, null, ../../assets/recipe-icons/blacksmith/finery-components.png, Finery Components, 1, Finery Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1106, 58, null, null, ../../assets/recipe-icons/blacksmith/ritual-implement-components.png, Ritual Implement Components, 1, Ritual Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1107, 58, null, null, ../../assets/recipe-icons/blacksmith/brazier-components.png, Brazier Components, 1, Brazier Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1108, 58, null, null, ../../assets/recipe-icons/blacksmith/uchiwa-components.png, Uchiwa Components, 1, Uchiwa Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1109, 58, null, null, ../../assets/recipe-icons/blacksmith/trinket-components.png, Trinket Components, 1, Trinket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1110, 59, null, null, ../../assets/recipe-icons/blacksmith/altar-components.png, Altar Components, 1, Altar Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1111, 59, null, null, ../../assets/recipe-icons/blacksmith/catfish-lure-components.png, Catfish Lure Components, 1, Catfish Lure Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1112, 59, null, null, ../../assets/recipe-icons/blacksmith/azim-steppe-souvenir-components.png, Azim Steppe Souvenir Components, 1, Azim Steppe Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1113, 59, null, null, ../../assets/recipe-icons/blacksmith/hingan-ritual-paraphernalia.png, Hingan Ritual Paraphernalia, 1, Hingan Ritual Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1114, 59, null, null, ../../assets/recipe-icons/blacksmith/buuz-cooking-paraphernalia.png, Buuz Cooking Paraphernalia, 1, Buuz Cooking Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1115, 59, null, null, ../../assets/recipe-icons/blacksmith/mol-tea-ceremony-paraphernalia.png, Mol Tea Ceremony Paraphernalia, 1, Mol Tea Ceremony Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1116, 59, null, null, ../../assets/recipe-icons/blacksmith/substitute-offering.png, Substitute Offering, 1, Substitute Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1117, 60, null, null, ../../assets/recipe-icons/blacksmith/mikoshi-frippery.png, Mikoshi Frippery, 1, Mikoshi Frippery Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1118, 60, null, null, ../../assets/recipe-icons/blacksmith/dzo-shear-components.png, Dzo Shear Components, 1, Dzo Shear Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1119, 60, null, null, ../../assets/recipe-icons/blacksmith/drum-parts.png, Drum Parts, 1, Drum Part Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1120, 60, null, null, ../../assets/recipe-icons/blacksmith/confetti-making-tools.png, Confetti-making Tools, 1, Confetti-making Tool Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1121, 60, null, null, ../../assets/recipe-icons/blacksmith/steeping-accessory.png, Steeping Accessory, 1, Steeping Accessory Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1122, 60, null, null, ../../assets/recipe-icons/blacksmith/ceremonial-bow-components.png, Ceremonial Bow Components, 1, Ceremonial Bow Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1123, 60, null, null, ../../assets/recipe-icons/blacksmith/stable-supplies.png, Stable Supplies, 1, Stable Supply Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1124, 60, null, null, ../../assets/recipe-icons/blacksmith/culinary-knife-component.png, Culinary Knife Component, 1, Culinary Knife Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1125, 60, null, null, ../../assets/recipe-icons/blacksmith/generous-gift.png, Generous Gift, 1, Generous Gift Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1126, 60, null, null, ../../assets/recipe-icons/blacksmith/elixir-mixing-paraphernalia.png, Elixir Mixing Paraphernalia, 1, Elixir Mixing Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1127, 60, null, null, ../../assets/recipe-icons/blacksmith/effigy-components.png, Effigy Components, 1, Effigy Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1128, 60, null, null, ../../assets/recipe-icons/blacksmith/pristine-fruit-figurine.png, Pristine Fruit Figurine, 1, Pristine Fruit Figurine Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1129, 60, null, null, ../../assets/recipe-icons/blacksmith/land-diving-gear.png, Land Diving Gear, 1, Land Diving Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1130, 60, null, null, ../../assets/recipe-icons/blacksmith/korrigan-doll.png, Korrigan Doll, 1, Korrigan Doll Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
(1131, 70, null, null, ../../assets/recipe-icons/blacksmith/workshop-supplies.png, Workshop Supplies, 1, Workshop Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1132, 70, null, null, ../../assets/recipe-icons/blacksmith/brewery-supplies.png, Brewery Supplies, 1, Brewery Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1133, 70, null, null, ../../assets/recipe-icons/blacksmith/crystal-cannon-supplies.png, Crystal Cannon Supplies, 1, Crystal Cannon Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1134, 70, null, null, ../../assets/recipe-icons/blacksmith/workshop-expansion-supplies.png, Workshop Expansion Supplies, 1, Workshop Expansion Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1135, 70, null, null, ../../assets/recipe-icons/blacksmith/automaton-worker-supplies.png, Automaton Worker Supplies, 1, Automaton Worker Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1136, 70, null, null, ../../assets/recipe-icons/blacksmith/armament-repair-kit.png, Armament Repair Kit, 1, Armament Repair Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1137, 70, null, null, ../../assets/recipe-icons/blacksmith/grooming-kit.png, Grooming Kit, 1, Grooming Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1138, 70, null, null, ../../assets/recipe-icons/blacksmith/core-tank-component.png, Core Tank Component, 1, Core Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1139, 70, null, null, ../../assets/recipe-icons/blacksmith/axle-component.png, Axle Component, 1, Axle Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1140, 70, null, null, ../../assets/recipe-icons/blacksmith/blueprint-supplies.png, Blueprint Supplies, 1, Blueprint Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1141, 70, null, null, ../../assets/recipe-icons/blacksmith/steel-plate-component.png, Steel Plate Component, 1, Steel Plate Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1142, 70, null, null, ../../assets/recipe-icons/blacksmith/cask-component.png, Cask Component, 1, Cask Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1143, 70, null, null, ../../assets/recipe-icons/blacksmith/engine-component.png, Engine Component, 1, Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1144, 70, null, null, ../../assets/recipe-icons/blacksmith/filtration-supplies.png, Filtration Supplies, 1, Filtration Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1145, 70, null, null, ../../assets/recipe-icons/blacksmith/cooling-device-component.png, Cooling Device Component, 1, Cooling Device Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1146, 70, null, null, ../../assets/recipe-icons/blacksmith/tavern-materials.png, Tavern Materials, 1, Tavern Supplies, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1147, 70, null, null, ../../assets/recipe-icons/blacksmith/heat-resistant-component.png, Heat-resistant Component, 1, Heat-resistant Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1148, 70, null, null, ../../assets/recipe-icons/blacksmith/bespoke-barter-item.png, Bespoke Barter Item, 1, Bespoke Barter Item Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1149, 70, null, null, ../../assets/recipe-icons/blacksmith/test-fire-target-dummy.png, Test-fire Target Dummy, 1, Test-fire Target Dummy Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1150, 70, null, null, ../../assets/recipe-icons/blacksmith/experimental-plating-component.png, Experimental Plating Component, 1, Experimental Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1151, 70, null, null, ../../assets/recipe-icons/blacksmith/unfailing-eye-opener.png, Unfailing Eye Opener, 1, Unfailing Eye Opener Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1152, 70, null, null, ../../assets/recipe-icons/blacksmith/eye-catching-custom-option.png, Eye-catching Custom Option, 1, Eye-catching Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1153, 70, null, null, ../../assets/recipe-icons/blacksmith/automaton-repair-component.png, Automaton Repair Component, 1, Automaton Repair Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1154, 70, null, null, ../../assets/recipe-icons/blacksmith/low-profile-custom-option.png, Low-profile Custom Option, 1, Low-profile Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Earth Crystal, 5),
(1155, 63, null, null, ../../assets/recipe-icons/blacksmith/featherlight-shortsword.png, Featherlight Shortsword, 1, Shortsword Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Earth Crystal, 1),
