(1, 1, null, null, ../../assets/recipe-icons/weaver/hempen-yarn.png, Hempen Yarn, 2, Moko Grass, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, null, null),
(1172, 62, null, null, ../../assets/recipe-icons/weaver/m-tribe-sundries.png, M Tribe Sundries, 1, M Tribe Sundry Component, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1173, 63, null, null, ../../assets/recipe-icons/weaver/resistance-materiel-component.png, Resistance Materiel Component, 1, Resistance Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1174, 63, null, null, ../../assets/recipe-icons/weaver/resistance-materiel.png, Resistance Materiel, 1, Resistance Materiel Component, 4, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1175, 62, null, null, ../../assets/recipe-icons/weaver/gyr-abanian-remedy-components.png, Gyr Abanian Remedy Components, 1, Raw Medicinal Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1176, 62, null, null, ../../assets/recipe-icons/weaver/gyr-abanian-remedies.png, Gyr Abanian Remedies, 1, Gyr Abanian Remedy Components, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1177, 62, null, null, ../../assets/recipe-icons/weaver/harpoon-components.png, Harpoon Components, 1, Raw Harpoon Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1178, 62, null, null, ../../assets/recipe-icons/weaver/anti-shark-harpoon.png, Anti-shark Harpoon, 1, Harpoon Components, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1179, 63, null, null, ../../assets/recipe-icons/weaver/cold-weather-gear-components.png, Cold-weather Gear Components, 1, Raw Cold-weather Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1180, 63, null, null, ../../assets/recipe-icons/weaver/coerthan-cold-weather-gear.png, Coerthan Cold-weather Gear, 1, Cold-weather Gear Components, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1181, 63, null, null, ../../assets/recipe-icons/weaver/sui-no-sato-special-components.png, Sui-no-Sato Special Components, 1, Raw Sui-no-Sato Special Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1182, 63, null, null, ../../assets/recipe-icons/weaver/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1183, 64, null, null, ../../assets/recipe-icons/weaver/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1184, 64, null, null, ../../assets/recipe-icons/weaver/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1185, 66, null, null, ../../assets/recipe-icons/weaver/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1186, 66, null, null, ../../assets/recipe-icons/weaver/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1187, 66, null, null, ../../assets/recipe-icons/weaver/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1188, 66, null, null, ../../assets/recipe-icons/weaver/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1189, 67, null, null, ../../assets/recipe-icons/weaver/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1190, 67, null, null, ../../assets/recipe-icons/weaver/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1191, 67, null, null, ../../assets/recipe-icons/weaver/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1192, 67, null, null, ../../assets/recipe-icons/weaver/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1193, 68, null, null, ../../assets/recipe-icons/weaver/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 2, Wind Crystal, 1),
(1194, 68, null, null, ../../assets/recipe-icons/weaver/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1195, 70, null, null, ../../assets/recipe-icons/weaver/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1196, 70 , null, null, ../../assets/recipe-icons/weaver/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1197, 71, null, null, ../../assets/recipe-icons/weaver/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1198, 72, null, null, ../../assets/recipe-icons/weaver/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1199, 73, null, null, ../../assets/recipe-icons/weaver/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1200, 71, null, null, ../../assets/recipe-icons/weaver/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1201, 72, null, null, ../../assets/recipe-icons/weaver/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1202, 73, null, null, ../../assets/recipe-icons/weaver/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1203, 74, null, null, ../../assets/recipe-icons/weaver/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1204, 75, null, null, ../../assets/recipe-icons/weaver/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1205, 71, null, null, ../../assets/recipe-icons/weaver/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1206, 72, null, null, ../../assets/recipe-icons/weaver/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1207, 73, null, null, ../../assets/recipe-icons/weaver/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1208, 75, null, null, ../../assets/recipe-icons/weaver/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1209, 77, null, null, ../../assets/recipe-icons/weaver/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1210, 1, null, null, ../../assets/recipe-icons/weaver/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1211, 1, null, null, ../../assets/recipe-icons/weaver/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1212, 1, null, null, ../../assets/recipe-icons/weaver/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1213, 1, null, null, ../../assets/recipe-icons/weaver/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1214, 1, null, null, ../../assets/recipe-icons/weaver/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1215, 3, null, null, ../../assets/recipe-icons/weaver/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1216, 3, null, null, ../../assets/recipe-icons/weaver/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1217, 3, null, null, ../../assets/recipe-icons/weaver/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1218, 3, null, null, ../../assets/recipe-icons/weaver/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1219, 3, null, null, ../../assets/recipe-icons/weaver/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1220, 3, null, null, ../../assets/recipe-icons/weaver/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1221, 6, null, null, ../../assets/recipe-icons/weaver/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1222, 6, null, null, ../../assets/recipe-icons/weaver/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1223, 6, null, null, ../../assets/recipe-icons/weaver/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1224, 6, null, null, ../../assets/recipe-icons/weaver/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1225, 6, null, null, ../../assets/recipe-icons/weaver/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1226, 6, null, null, ../../assets/recipe-icons/weaver/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1227, 10, null, null, ../../assets/recipe-icons/weaver/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1228, 10, null, null, ../../assets/recipe-icons/weaver/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1229, 10, null, null, ../../assets/recipe-icons/weaver/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1230, 10, null, null, ../../assets/recipe-icons/weaver/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1231, 10, null, null, ../../assets/recipe-icons/weaver/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1232, 10, null, null, ../../assets/recipe-icons/weaver/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1233, 15, null, null, ../../assets/recipe-icons/weaver/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1234, 15, null, null, ../../assets/recipe-icons/weaver/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1235, 15, null, null, ../../assets/recipe-icons/weaver/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1236, 15, null, null, ../../assets/recipe-icons/weaver/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1237, 15, null, null, ../../assets/recipe-icons/weaver/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1238, 15, null, null, ../../assets/recipe-icons/weaver/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1239, 15, null, null, ../../assets/recipe-icons/weaver/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1240, 16, null, null, ../../assets/recipe-icons/weaver/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1241, 16, null, null, ../../assets/recipe-icons/weaver/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1242, 16, null, null, ../../assets/recipe-icons/weaver/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1243, 16, null, null, ../../assets/recipe-icons/weaver/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1244, 16, null, null, ../../assets/recipe-icons/weaver/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1245, 16, null, null, ../../assets/recipe-icons/weaver/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1246, 16, null, null, ../../assets/recipe-icons/weaver/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, Wind Shard, 1),
(1247, 18, null, null, ../../assets/recipe-icons/weaver/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1248, 18, null, null, ../../assets/recipe-icons/weaver/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, Wind Shard, 2),
(1249, 50, null, null, ../../assets/recipe-icons/weaver/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1250, 50, null, null, ../../assets/recipe-icons/weaver/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
(1251, 50, null, null, ../../assets/recipe-icons/weaver/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 2),
