(1, 1, null, null, ../../assets/recipe-icons/distilled-water.png, Distilled Water, 1, Muddy Water, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, null, null),
(872, 80, null, null, ../../assets/recipe-icons/oddly-delicate-holy-water.png, Oddly Delicate Holy Water, 1, Oddly Delicate Mistletoe, 1, Approved Grade 4 Artisanal Skybuilders' Spring Water, 5, Approved Grade 4 Artisanal Skybuilders' Raspberry, 5, null, null, null, null, null, null, Water Cluster, 3, Lightning Cluster, 3),
(873, 30, null, null, ../../assets/recipe-icons/snow-white-dye.png, Snow White Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(874, 30, null, null, ../../assets/recipe-icons/soot-black-dye.png, Soot Black Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(875, 30, null, null, ../../assets/recipe-icons/dalamud-red-dye.png, Dalamud Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(876, 30, null, null, ../../assets/recipe-icons/wine-red-dye.png, Wine Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(877, 30, null, null, ../../assets/recipe-icons/pumpkin-orange-dye.png, Pumpkin Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(878, 30, null, null, ../../assets/recipe-icons/loam-brown-dye.png, Loam Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(879, 30, null, null, ../../assets/recipe-icons/sunset-orange-dye.png, Sunset Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(880, 30, null, null, ../../assets/recipe-icons/kobold-brown-dye.png, Kobold Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(881, 30, null, null, ../../assets/recipe-icons/honey-yellow-dye.png, Honey Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(882, 30, null, null, ../../assets/recipe-icons/millioncorn-yellow-dye.png, Millioncorn Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(883, 30, null, null, ../../assets/recipe-icons/hunter-green-dye.png, Hunter Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(884, 30, null, null, ../../assets/recipe-icons/morbol-green-dye.png, Morbol Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(885, 30, null, null, ../../assets/recipe-icons/ochu-green-dye.png, Ochu Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(886, 30, null, null, ../../assets/recipe-icons/deepwood-green-dye.png, Deepwood Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(887, 30, null, null, ../../assets/recipe-icons/celeste-green-dye.png, Celeste Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(888, 30, null, null, ../../assets/recipe-icons/royal-blue-dye.png, Royal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(889, 30, null, null, ../../assets/recipe-icons/abyssal-blue-dye.png, Abyssal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(890, 30, null, null, ../../assets/recipe-icons/othard-blue-dye.png, Othard Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(891, 30, null, null, ../../assets/recipe-icons/storm-blue-dye.png, Storm Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(892, 30, null, null, ../../assets/recipe-icons/woad-blue-dye.png, Woad Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(893, 30, null, null, ../../assets/recipe-icons/void-blue-dye.png, Void Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(894, 30, null, null, ../../assets/recipe-icons/lotus-pink-dye.png, Lotus Pink Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(895, 30, null, null, ../../assets/recipe-icons/regal-purple-dye.png, Regal Purple Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(896, 30, null, null, ../../assets/recipe-icons/plum-purple-dye.png, Plum Purple Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(897, 30, null, null, ../../assets/recipe-icons/colibri-pink-dye.png, Colibri Pink Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Water Crystal, 1, Lightning Crystal, 1),
(898, 53, 1, null, ../../assets/recipe-icons/dried-red-oldrose.png, Dried Red Oldrose, 1, Red Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(899, 53, 1, null, ../../assets/recipe-icons/dried-blue-oldrose.png, Dried Blue Oldrose, 1, Blue Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(900, 53, 1, null, ../../assets/recipe-icons/dried-yellow-oldrose.png, Dried Yellow Oldrose, 1, Yellow Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(901, 53, 1, null, ../../assets/recipe-icons/dried-green-oldrose.png, Dried Green Oldrose, 1, Green Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(902, 53, 1, null, ../../assets/recipe-icons/dried-orange-oldrose.png, Dried Orange Oldrose, 1, Orange Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(903, 53, 1, null, ../../assets/recipe-icons/dried-purple-oldrose.png, Dried Purple Oldrose, 1, Purple Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(904, 53, 1, null, ../../assets/recipe-icons/dried-white-oldrose.png, Dried White Oldrose, 1, White Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(905, 53, 1, null, ../../assets/recipe-icons/dried-black-oldrose.png, Dried Black Oldrose, 1, Black Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(906, 53, 1, null, ../../assets/recipe-icons/oldrose-corsage.png, Oldrose Corsage, 1, Rainbow Oldroses, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(907, 53, 1, null, ../../assets/recipe-icons/red-viola-corsage.png, Red Viola Corsage, 1, Red Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(908, 53, 1, null, ../../assets/recipe-icons/blue-viola-corsage.png, Blue Viola Corsage, 1, Blue Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(909, 53, 1, null, ../../assets/recipe-icons/yellow-viola-corsage.png, Yellow Viola Corsage, 1, Yellow Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(910, 53, 1, null, ../../assets/recipe-icons/green-viola-corsage.png, Green Viola Corsage, 1, Green Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(911, 53, 1, null, ../../assets/recipe-icons/orange-viola-corsage.png, Orange Viola Corsage, 1, Orange Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(912, 53, 1, null, ../../assets/recipe-icons/purple-viola-corsage.png, Purple Viola Corsage, 1, Purple Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(913, 53, 1, null, ../../assets/recipe-icons/white-viola-corsage.png, White Viola Corsage, 1, White Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(914, 53, 1, null, ../../assets/recipe-icons/black-viola-corsage.png, Black Viola Corsage, 1, Black Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(915, 53, 1, null, ../../assets/recipe-icons/rainbow-viola-corsage.png, Rainbow Viola Corsage, 1, Rainbow Violas, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(916, 53, 1, null, ../../assets/recipe-icons/red-cherry-blossom-corsage.png, Red Cherry Blossom Corsage, 1, Red Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(917, 53, 1, null, ../../assets/recipe-icons/blue-cherry-blossom-corsage.png, Blue Cherry Blossom Corsage, 1, Blue Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(918, 53, 1, null, ../../assets/recipe-icons/yellow-cherry-blossom-corsage.png, Yellow Cherry Blossom Corsage, 1, Yellow Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(919, 53, 1, null, ../../assets/recipe-icons/green-cherry-blossom-corsage.png, Green Cherry Blossom Corsage, 1, Green Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(920, 53, 1, null, ../../assets/recipe-icons/orange-cherry-blossom-corsage.png, Orange Cherry Blossom Corsage, 1, Orange Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(921, 53, 1, null, ../../assets/recipe-icons/purple-cherry-blossom-corsage.png, Purple Cherry Blossom Corsage, 1, Purple Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(922, 53, 1, null, ../../assets/recipe-icons/white-cherry-blossom-corsage.png, White Cherry Blossom Corsage, 1, White Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(923, 53, 1, null, ../../assets/recipe-icons/black-cherry-blossom-corsage.png, Black Cherry Blossom Corsage, 1, Black Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(924, 53, 1, null, ../../assets/recipe-icons/pink-cherry-blossom-corsage.png, Pink Cherry Blossom Corsage, 1, Pink Cherry Blossoms, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(925, 53, 1, null, ../../assets/recipe-icons/red-daisy-corsage.png, Red Daisy Corsage, 1, Red Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(926, 53, 1, null, ../../assets/recipe-icons/blue-daisy-corsage.png, Blue Daisy Corsage, 1, Blue Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(927, 53, 1, null, ../../assets/recipe-icons/yellow-daisy-corsage.png, Yellow Daisy Corsage, 1, Yellow Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(928, 53, 1, null, ../../assets/recipe-icons/green-daisy-corsage.png, Green Daisy Corsage, 1, Green Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(929, 53, 1, null, ../../assets/recipe-icons/orange-daisy-corsage.png, Orange Daisy Corsage, 1, Orange Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(930, 53, 1, null, ../../assets/recipe-icons/purple-daisy-corsage.png, Purple Daisy Corsage, 1, Purple Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(931, 53, 1, null, ../../assets/recipe-icons/white-daisy-corsage.png, White Daisy Corsage, 1, White Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(932, 53, 1, null, ../../assets/recipe-icons/black-daisy-corsage.png, Black Daisy Corsage, 1, Black Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(933, 53, 1, null, ../../assets/recipe-icons/rainbow-daisy-corsage.png, Rainbow Daisy Corsage, 1, Rainbow Daisies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(934, 53, 1, null, ../../assets/recipe-icons/red-brightlily-corsage.png, Red Brightlily Corsage, 1, Red Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(935, 53, 1, null, ../../assets/recipe-icons/blue-brightlily-corsage.png, Blue Brightlily Corsage, 1, Blue Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(936, 53, 1, null, ../../assets/recipe-icons/yellow-brightlily-corsage.png, Yellow Brightlily Corsage, 1, Yellow Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(937, 53, 1, null, ../../assets/recipe-icons/green-brightlily-corsage.png, Green Brightlily Corsage, 1, Green Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(938, 53, 1, null, ../../assets/recipe-icons/orange-brightlily-corsage.png, Orange Brightlily Corsage, 1, Orange Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(939, 53, 1, null, ../../assets/recipe-icons/purple-brightlily-corsage.png, Purple Brightlily Corsage, 1, Purple Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(940, 53, 1, null, ../../assets/recipe-icons/white-brightlily-corsage.png, White Brightlily Corsage, 1, White Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(941, 53, 1, null, ../../assets/recipe-icons/black-brightlily-corsage.png, Black Brightlily Corsage, 1, Black Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(942, 53, 1, null, ../../assets/recipe-icons/rainbow-brightlily-corsage.png, Rainbow Brightlily Corsage, 1, Rainbow Brightlilies, 1, Bear Fat, 1, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
