(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(1246, 50, null, null, ../../assets/recipe-icons/leatherworker/makeshift-toy-airship.png, Makeshift Toy Airship, 1, Makeshift Toy Airship Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1247, 50, null, null, ../../assets/recipe-icons/leatherworker/dragonscale-rasp.png, Dragonscale Rasp, 1, Dragonscale Rasp Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1248, 50, null, null, ../../assets/recipe-icons/leatherworker/cloudfish-lure.png, Cloudfish Lure, 1, Cloudfish Tackle Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1249, 50, null, null, ../../assets/recipe-icons/leatherworker/ishgardian-cuisine-miscellany.png, Ishgardian Cuisine Miscellany, 1, Ishgardian Cuisine Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1250, 50, null, null, ../../assets/recipe-icons/leatherworker/treadwheel-crane-components.png, Treadwheel Crane Components, 1, Treadwheel Crane Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1251, 50, null, null, ../../assets/recipe-icons/leatherworker/moogle-mollifier.png, Moogle Mollifier, 1, Moogle Mollifier Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1252, 58, null, null, ../../assets/recipe-icons/leatherworker/happi-components.png, Happi Components, 1, Happi Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1253, 58, null, null, ../../assets/recipe-icons/leatherworker/finery-components.png, Finery Components, 1, Finery Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1254, 58, null, null, ../../assets/recipe-icons/leatherworker/ritual-implement-components.png, Ritual Implement Components, 1, Ritual Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1255, 58, null, null, ../../assets/recipe-icons/leatherworker/brazier-components.png, Brazier Components, 1, Brazier Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1256, 58, null, null, ../../assets/recipe-icons/leatherworker/uchiwa-components.png, Uchiwa Components, 1, Uchiwa Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1257, 58, null, null, ../../assets/recipe-icons/leatherworker/trinket-components.png, Trinket Components, 1, Trinket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1258, 59, null, null, ../../assets/recipe-icons/leatherworker/altar-components.png, Altar Components, 1, Altar Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1259, 59, null, null, ../../assets/recipe-icons/leatherworker/catfish-lure-components.png, Catfish Lure Components, 1, Catfish Lure Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1260, 59, null, null, ../../assets/recipe-icons/leatherworker/azim-steppe-souvenir-components.png, Azim Steppe Souvenir Components, 1, Azim Steppe Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1261, 59, null, null, ../../assets/recipe-icons/leatherworker/hingan-ritual-paraphernalia.png, Hingan Ritual Paraphernalia, 1, Hingan Ritual Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1262, 59, null, null, ../../assets/recipe-icons/leatherworker/buuz-cooking-paraphernalia.png, Buuz Cooking Paraphernalia, 1, Buuz Cooking Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1263, 59, null, null, ../../assets/recipe-icons/leatherworker/mol-tea-ceremony-paraphernalia.png, Mol Tea Ceremony Paraphernalia, 1, Mol Tea Ceremony Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1264, 59, null, null, ../../assets/recipe-icons/leatherworker/substitute-offering.png, Substitute Offering, 1, Substitute Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1265, 60, null, null, ../../assets/recipe-icons/leatherworker/mikoshi-frippery.png, Mikoshi Frippery, 1, Mikoshi Frippery Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1266, 60, null, null, ../../assets/recipe-icons/leatherworker/dzo-shear-components.png, Dzo Shear Components, 1, Dzo Shear Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1267, 60, null, null, ../../assets/recipe-icons/leatherworker/drum-parts.png, Drum Parts, 1, Drum Part Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1268, 60, null, null, ../../assets/recipe-icons/leatherworker/confetti-making-tools.png, Confetti-making Tools, 1, Confetti-making Tool Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1269, 60, null, null, ../../assets/recipe-icons/leatherworker/steeping-accessory.png, Steeping Accessory, 1, Steeping Accessory Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1270, 60, null, null, ../../assets/recipe-icons/leatherworker/ceremonial-bow-components.png, Ceremonial Bow Components, 1, Ceremonial Bow Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1271, 60, null, null, ../../assets/recipe-icons/leatherworker/stable-supplies.png, Stable Supplies, 1, Stable Supply Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1272, 60, null, null, ../../assets/recipe-icons/leatherworker/culinary-knife-component.png, Culinary Knife Component, 1, Culinary Knife Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1273, 60, null, null, ../../assets/recipe-icons/leatherworker/generous-gift.png, Generous Gift, 1, Generous Gift Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1274, 60, null, null, ../../assets/recipe-icons/leatherworker/elixir-mixing-paraphernalia.png, Elixir Mixing Paraphernalia, 1, Elixir Mixing Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1275, 60, null, null, ../../assets/recipe-icons/leatherworker/effigy-components.png, Effigy Components, 1, Effigy Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1276, 60, null, null, ../../assets/recipe-icons/leatherworker/pristine-fruit-figurine.png, Pristine Fruit Figurine, 1, Pristine Fruit Figurine Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1277, 60, null, null, ../../assets/recipe-icons/leatherworker/land-diving-gear.png, Land Diving Gear, 1, Land Diving Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1278, 60, null, null, ../../assets/recipe-icons/leatherworker/korrigan-doll.png, Korrigan Doll, 1, Korrigan Doll Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1279, 70, null, null, ../../assets/recipe-icons/leatherworker/workshop-supplies.png, Workshop Supplies, 1, Workshop Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1280, 70, null, null, ../../assets/recipe-icons/leatherworker/brewery-supplies.png, Brewery Supplies, 1, Brewery Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1281, 70, null, null, ../../assets/recipe-icons/leatherworker/crystal-cannon-supplies.png, Crystal Cannon Supplies, 1, Crystal Cannon Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1282, 70, null, null, ../../assets/recipe-icons/leatherworker/workshop-expansion-supplies.png, Workshop Expansion Supplies, 1, Workshop Expansion Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1283, 70, null, null, ../../assets/recipe-icons/leatherworker/automaton-worker-supplies.png, Automaton Worker Supplies, 1, Automaton Worker Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1284, 70, null, null, ../../assets/recipe-icons/leatherworker/armament-repair-kit.png, Armament Repair Kit, 1, Armament Repair Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1285, 70, null, null, ../../assets/recipe-icons/leatherworker/grooming-kit.png, Grooming Kit, 1, Grooming Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1286, 70, null, null, ../../assets/recipe-icons/leatherworker/core-tank-component.png, Core Tank Component, 1, Core Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1287, 70, null, null, ../../assets/recipe-icons/leatherworker/axle-component.png, Axle Component, 1, Axle Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1288, 70, null, null, ../../assets/recipe-icons/leatherworker/blueprint-supplies.png, Blueprint Supplies, 1, Blueprint Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1289, 70, null, null, ../../assets/recipe-icons/leatherworker/steel-plate-component.png, Steel Plate Component, 1, Steel Plate Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1290, 70, null, null, ../../assets/recipe-icons/leatherworker/cask-component.png, Cask Component, 1, Cask Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1291, 70, null, null, ../../assets/recipe-icons/leatherworker/engine-component.png, Engine Component, 1, Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1292, 70, null, null, ../../assets/recipe-icons/leatherworker/filtration-supplies.png, Filtration Supplies, 1, Filtration Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1293, 70, null, null, ../../assets/recipe-icons/leatherworker/cooling-device-component.png, Cooling Device Component, 1, Cooling Device Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1294, 70, null, null, ../../assets/recipe-icons/leatherworker/tavern-materials.png, Tavern Materials, 1, Tavern Supplies, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1295, 70, null, null, ../../assets/recipe-icons/leatherworker/heat-resistant-component.png, Heat-resistant Component, 1, Heat-resistant Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1296, 70, null, null, ../../assets/recipe-icons/leatherworker/bespoke-barter-item.png, Bespoke Barter Item, 1, Bespoke Barter Item Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1297, 70, null, null, ../../assets/recipe-icons/leatherworker/test-fire-target-dummy.png, Test-fire Target Dummy, 1, Test-fire Target Dummy Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1298, 70, null, null, ../../assets/recipe-icons/leatherworker/experimental-plating-component.png, Experimental Plating Component, 1, Experimental Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1299, 70, null, null, ../../assets/recipe-icons/leatherworker/unfailing-eye-opener.png, Unfailing Eye Opener, 1, Unfailing Eye Opener Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1300, 70, null, null, ../../assets/recipe-icons/leatherworker/eye-catching-custom-option.png, Eye-catching Custom Option, 1, Eye-catching Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1301, 70, null, null, ../../assets/recipe-icons/leatherworker/automaton-repair-component.png, Automaton Repair Component, 1, Automaton Repair Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1302, 70, null, null, ../../assets/recipe-icons/leatherworker/low-profile-custom-option.png, Low-profile Custom Option, 1, Low-profile Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 6, Wind Crystal, 5),
(1303, 63, null, null, ../../assets/recipe-icons/leatherworker/large-dhalmel-cape.png, Large Dhalmel Cape, 1, Hengr Dhalmel Hide, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1304, 65, null, null, ../../assets/recipe-icons/leatherworker/grizzly-bear-gloves.png, Grizzly Bear Gloves, 1, Velodyna Grizzly Bear Hide, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1305, 68, null, null, ../../assets/recipe-icons/leatherworker/dashing-dhalmelskin-jacket.png, Dashing Dhalmelskin Jacket, 1, Jacket Materials, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
(1306, 70, null, null, ../../assets/recipe-icons/leatherworker/large-gagana-cape.png, Large Gagana Cape, 1, Large Gagana Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Crystal, 2, Wind Crystal, 1),
